Name,Type,Owner,Region,Location,Supply,Fuel,Port,Port_SPS,P Exp,Airbase,Airbase_SPS,A Exp,Forts,F Exp,Eng,Nav,Air S (P),AV,Garrison,Troop Cap,HQ,Japan VP,Allied VP,ID,Troop Cap Max
Alice Springs,Airfield,1,Australia,"74,143",0,0,0,0,,1,4,,,,,,,,0,,,20 (10),2 (1),907,unlim
Bathurst,Airfield,1,Australia,"88,166",0,0,0,0,,1,6,,,,,,,,0,,,20 (10),2 (1),908,unlim
Bathurst Island,Base,1,Australia,"76,123",0,0,0,1,,0,5,,,,,,,,0,,,0 (10),0 (1),909,unlim
Birdsville,Beach,1,Australia,"81,148",0,0,0,0,,0,6,,,,,,,,0,,,0 (10),0 (1),910,unlim
Bowen,Base,1,Australia,"94,146",0,0,1,2,,0,7,,,,,,,,0,,,10 (10),1 (1),911,unlim
Bourke,Beach,1,Australia,"86,160",0,0,0,0,,0,7,,,,,,,,0,,,0 (10),0 (1),912,unlim
Brisbane,Base,1,Australia,"96,160",0,0,5,4,,4,7,,,,,,,,120,,,650 (50),13 (1),913,unlim
Broken Hill,Airfield,1,Australia,"80,160",0,0,0,0,,1,6,,,,,,,,0,,,20 (10),2 (1),914,unlim
Broome,Base,1,Australia,"62,127",0,0,1,2,,3,6,,,,,,,,0,,,70 (10),7 (1),915,unlim
Bundaberg,Base,1,Australia,"96,155",0,0,2,3,,1,7,,,,,,,,0,,,40 (10),4 (1),916,unlim
Cairns,Base,1,Australia,"92,140",0,0,2,2,,2,5,,,,,,,,0,,,60 (10),6 (1),917,unlim
Canberra,Airfield,1,Australia,"87,169",0,0,0,0,,2,6,,,,,,,,0,,,400 (100),120 (30),918,unlim
Carnarvon,Base,1,Australia,"49,133",0,0,1,0,,0,6,,,,,,,,0,,,10 (10),1 (1),919,unlim
Ceduna,Base,1,Australia,"71,156",0,0,1,1,,0,6,,,,,,,,0,,,10 (10),1 (1),920,unlim
Charleville,Airfield,1,Australia,"88,154",0,0,0,0,,1,7,,,,,,,,0,,,20 (10),2 (1),921,unlim
Charters Towers,Airfield,1,Australia,"91,145",0,0,0,0,,4,7,,,,,,,,0,,,80 (10),8 (1),922,unlim
Cloncurry,Airfield,1,Australia,"84,142",0,0,0,0,,1,7,,,,,,,,0,,,20 (10),2 (1),923,unlim
Coen,Beach,1,Australia,"90,134",0,0,0,0,,0,6,,,,,,,,0,,,0 (10),0 (1),924,unlim
Cooktown,Base,1,Australia,"92,137",0,0,1,2,,1,6,,,,,,,,0,,,30 (10),3 (1),925,unlim
Corunna Downs,Beach,1,Australia,"57,131",0,0,0,0,,0,6,,,,,,,,0,,,0 (10),0 (1),926,unlim
Daly Waters,Airfield,1,Australia,"76,131",0,0,0,0,,1,6,,,,,,,,0,,,20 (10),2 (1),927,unlim
Darwin,Base,1,Australia,"76,124",0,0,3,3,,3,7,,,,,,,,0,,,90 (10),9 (1),928,unlim
Derby,Base,1,Australia,"64,127",0,0,1,2,,1,6,,,,,,,,0,,,30 (10),3 (1),929,unlim
Emerald,Beach,1,Australia,"91,151",0,0,0,0,,0,7,,,,,,,,0,,,0 (10),0 (1),930,unlim
Exmouth,Base,1,Australia,"50,129",0,0,0,1,,0,5,,,,,,,,0,,,0 (10),0 (1),931,unlim
Fenton,Beach,1,Australia,"76,126",0,0,0,0,,0,7,,,,,,,,0,,,0 (10),0 (1),932,unlim
Geelong,Base,1,Australia,"81,170",0,0,1,1,,3,7,,,,,,,,20,,,70 (10),7 (1),933,unlim
Geraldton,Base,1,Australia,"49,141",0,0,1,1,,2,7,,,,,,,,0,,,50 (10),5 (1),934,unlim
Gove,Base,1,Australia,"82,127",0,0,0,2,,0,5,,,,,,,,0,,,0 (10),0 (1),935,unlim
Groote Eylandt,Base,1,Australia,"82,130",0,0,0,1,,0,5,,,,,,,,0,,,0 (10),0 (1),936,unlim
Hughenden,Beach,1,Australia,"88,145",0,0,0,0,,0,7,,,,,,,,0,,,0 (10),0 (1),937,unlim
Kalgoorlie,Airfield,1,Australia,"56,147",0,0,0,0,,1,7,,,,,,,,0,,,20 (10),2 (1),938,unlim
Katherine,Airfield,1,Australia,"76,128",0,0,0,0,,1,7,,,,,,,,0,,,20 (10),2 (1),939,unlim
Kingscote,Base,1,Australia,"73,163",0,0,1,1,,1,7,,,,,,,,0,,,30 (10),3 (1),940,unlim
Meekatharra,Beach,1,Australia,"54,139",0,0,0,0,,0,6,,,,,,,,0,,,0 (10),0 (1),941,unlim
Melbourne,Base,1,Australia,"82,170",0,0,7,7,,8,7,,,,,,,,280,,,2300 (100),23 (1),942,unlim
Mildura,Airfield,1,Australia,"80,164",0,0,0,0,,1,7,,,,,,,,0,,,20 (10),2 (1),943,unlim
Newcastle,Base,1,Australia,"92,166",0,0,4,2,,3,7,,,,,,,,40,,,100 (10),10 (1),944,unlim
Normanton,Base,1,Australia,"86,138",0,0,1,1,,0,4,,,,,,,,0,,,10 (10),1 (1),945,unlim
Oodnadatta,Beach,1,Australia,"74,149",0,0,0,0,,0,6,,,,,,,,0,,,0 (10),0 (1),946,unlim
Perth,Base,1,Australia,"49,147",0,0,5,4,,4,7,,,,,,,,80,,,650 (50),13 (1),947,unlim
Port Augusta,Base,1,Australia,"75,159",0,0,2,3,,1,7,,,,,,,,0,,,40 (10),4 (1),948,unlim
Port Hedland,Base,1,Australia,"57,129",0,0,2,3,,0,6,,,,,,,,0,,,20 (10),2 (1),949,unlim
Port Kembla,Base,1,Australia,"90,168",0,0,3,3,,3,7,,,,,,,,20,,,90 (10),9 (1),950,unlim
Portland,Base,1,Australia,"77,169",0,0,1,2,,1,7,,,,,,,,0,,,30 (10),3 (1),951,unlim
Portland Roads,Base,1,Australia,"91,132",0,0,0,1,,0,6,,,,,,,,0,,,0 (10),0 (1),952,unlim
Rockhampton,Base,1,Australia,"95,152",0,0,3,4,,3,7,,,,,,,,0,,,225 (25),9 (1),953,unlim
Sale,Base,1,Australia,"84,172",0,0,2,2,,2,7,,,,,,,,0,,,60 (10),6 (1),954,unlim
Sydney,Base,1,Australia,"90,167",0,0,8,9,,8,7,,,,,,,,320,,,2400 (100),24 (1),955,unlim
Tamworth,Airfield,1,Australia,"91,163",0,0,0,0,,2,6,,,,,,,,0,,,40 (10),4 (1),956,unlim
Tennant Creek,Airfield,1,Australia,"76,137",0,0,0,0,,1,6,,,,,,,,0,,,20 (10),2 (1),957,unlim
Tocumwal,Beach,1,Australia,"83,167",0,0,0,0,,0,7,,,,,,,,0,,,0 (10),0 (1),958,unlim
Toowoomba,Airfield,1,Australia,"94,159",0,0,0,0,,2,5,,,,,,,,0,,,40 (10),4 (1),959,unlim
Townsville,Base,1,Australia,"92,144",0,0,3,4,,3,7,,,,,,,,0,,,90 (10),9 (1),960,unlim
Wagga Wagga,Airfield,1,Australia,"85,167",0,0,0,0,,2,7,,,,,,,,0,,,40 (10),4 (1),961,unlim
Whyalla,Base,1,Australia,"74,159",0,0,2,1,,1,7,,,,,,,,0,,,40 (10),4 (1),962,unlim
Winton,Beach,1,Australia,"86,147",0,0,0,0,,0,6,,,,,,,,0,,,0 (10),0 (1),963,unlim
Wyndham,Base,1,Australia,"70,127",0,0,1,2,,1,3,,,,,,,,0,,,30 (10),3 (1),964,unlim
Burnie,Base,1,Australia,"81,176",0,0,3,3,,1,7,,,,,,,,0,,,50 (10),5 (1),967,unlim
Hobart,Base,1,Australia,"81,179",0,0,4,3,,3,7,,,,,,,,20,,,100 (10),10 (1),968,unlim
Launceston,Base,1,Australia,"82,176",0,0,2,3,,1,7,,,,,,,,20,,,40 (10),4 (1),969,unlim
Queenstown,Base,1,Australia,"80,177",0,0,2,1,,0,4,,,,,,,,0,,,20 (10),2 (1),970,unlim
Aitape,Base,1,Papua,"95,118",0,0,1,2,,0,5,,,,,,,,0,,,2 (2),2 (2),973,unlim
Buna,Base,1,Papua,"99,129",0,0,1,1,,0,6,,,,,,,,0,,,2 (2),2 (2),974,unlim
Dagua,Base,1,Papua,"95,119",0,0,0,1,,0,5,,,,,,,,0,,,0 (2),0 (2),975,unlim
Finschhafen,Base,1,Papua,"100,126",0,0,1,2,,1,3,,,,,,,,0,,,6 (2),6 (2),976,unlim
Hansa Bay,Base,1,Papua,"97,121",0,0,0,1,,0,6,,,,,,,,0,,,0 (2),0 (2),977,unlim
Lae,Base,1,Papua,"99,126",0,0,2,0,,1,4,,,,,,,,0,,,8 (2),8 (2),978,unlim
Madang,Base,1,Papua,"97,123",0,0,1,2,,1,4,,,,,,,,0,,,6 (2),6 (2),979,unlim
Milne Bay,Base,1,Papua,"101,133",0,0,0,3,,0,5,,,,,,,,0,,,0 (2),0 (2),980,unlim
Port Moresby,Base,1,Papua,"98,130",0,0,1,2,,3,6,,,,,,,,0,,,280 (40),14 (2),981,unlim
Saidor,Base,1,Papua,"99,124",0,0,0,2,,0,3,,,,,,,,0,,,0 (2),0 (2),982,unlim
Salamaua,Base,1,Papua,"98,127",0,0,1,1,,1,3,,,,,,,,0,,,6 (2),6 (2),983,unlim
Wau,Airfield,1,Papua,"98,126",0,0,0,0,,1,3,,,,,,,,0,,,4 (2),4 (2),984,unlim
Wewak,Base,1,Papua,"96,119",0,0,1,1,,0,2,,,,,,,,0,,,2 (2),2 (2),985,unlim
Arawe,Base,1,Papua,"102,126",0,0,0,1,,0,5,,,,,,,,0,,,0 (2),0 (2),989,unlim
Cape Gloucester,Base,1,Papua,"101,125",0,0,0,1,,0,3,,,,,,,,0,,,0 (2),0 (2),990,unlim
Gasmata,Base,1,Papua,"103,127",0,0,1,1,,1,3,,,,,,,,0,,,6 (2),6 (2),991,unlim
Rabaul,Base,1,Papua,"106,125",0,0,3,4,,3,6,,,,,,,,0,,,180 (20),18 (2),992,unlim
Talasea,Base,1,Papua,"103,125",0,0,0,1,,0,5,,,,,,,,0,,,0 (2),0 (2),993,unlim
Emirau Island,Base,1,Papua,"105,121",0,0,0,2,,0,0,,,,,,,,0,,,0 (2),0 (2),996,6K
Feni Islands,Base,1,Papua,"108,126",0,0,0,1,,0,3,,,,,,,,0,,,0 (2),0 (2),997,60K
Green Island,Base,1,Papua,"108,127",0,0,0,1,,0,2,,,,,,,,0,,,0 (2),0 (2),998,30K
Kavieng,Base,1,Papua,"106,122",0,0,1,3,,0,6,,,,,,,,0,,,2 (2),2 (2),999,unlim
Lihir,Base,1,Papua,"108,124",0,0,0,1,,0,3,,,,,,,,0,,,0 (2),0 (2),1000,60K
Manus,Base,1,Papua,"101,119",0,0,1,4,,0,5,,,,,,,,0,,,2 (2),2 (2),1001,unlim
Mussau Island,Base,1,Papua,"105,120",0,0,0,1,,0,5,,,,,,,,0,,,0 (2),0 (2),1002,unlim
Namatanai,Base,1,Papua,"107,125",0,0,0,0,,0,4,,,,,,,,0,,,0 (2),0 (2),1003,unlim
New Hanover Island,Base,1,Papua,"105,122",0,0,0,0,,0,5,,,,,,,,0,,,0 (2),0 (2),1004,unlim
Tabar Island,Base,1,Papua,"107,123",0,0,0,0,,0,3,,,,,,,,0,,,0 (2),0 (2),1005,60K
Deboyne Islands,Base,1,Papua,"103,135",0,0,0,1,,0,3,,,,,,,,0,,,0 (2),0 (2),1008,60K
Fergusson Island,Base,1,Papua,"102,132",0,0,0,1,,0,3,,,,,,,,0,,,0 (2),0 (2),1009,unlim
Goodenough Island,Base,1,Papua,"101,131",0,0,0,1,,0,3,,,,,,,,0,,,0 (2),0 (2),1010,unlim
Kiriwina Island,Base,1,Papua,"102,131",0,0,0,1,,0,4,,,,,,,,0,,,0 (2),0 (2),1011,unlim
Normanby Island,Base,1,Papua,"102,133",0,0,0,0,,0,3,,,,,,,,0,,,0 (2),0 (2),1012,unlim
Rossel Island,Base,1,Papua,"105,137",0,0,0,1,,0,4,,,,,,,,0,,,0 (2),0 (2),1013,unlim
Woodlark Island,Base,1,Papua,"104,133",0,0,0,2,,0,5,,,,,,,,0,,,0 (2),0 (2),1014,unlim
Buka,Base,1,Papua,"109,128",0,0,0,1,,0,5,,,,,,,,0,,,0 (2),0 (2),1017,unlim
Torokina,Base,1,Papua,"109,130",0,0,0,1,,0,5,,,,,,,,0,,,0 (2),0 (2),1018,unlim
Christmas Island IO,Base,1,Japan,"45,104",0,0,1,0,,0,3,,,,,,,,0,,,2 (2),1 (1),1022,60K
Cocos Islands,Base,1,Japan,"33,101",0,0,1,0,,0,2,,,,,,,,0,,,2 (2),1 (1),1023,30K
King Island,Base,1,Japan,"79,173",0,0,1,0,,1,3,,,,,,,,0,,,6 (2),3 (1),1024,unlim
Horn Island,Base,1,Japan,"91,128",0,0,1,1,,1,3,,,,,,,,0,,,6 (2),3 (1),1025,60K
Lord Howe Island,Base,1,Japan,"100,169",0,0,1,0,,0,3,,,,,,,,0,,,2 (2),1 (1),1026,60K
Mornington Island,Base,1,Japan,"84,135",0,0,0,0,,0,5,,,,,,,,0,,,0 (2),0 (1),1027,unlim
Norfolk Island,Base,1,Japan,"113,170",0,0,0,0,,1,3,,,,,,,,0,,,4 (2),2 (1),1028,60K
Wessel Islands,Base,1,Japan,"83,126",0,0,0,0,,0,4,,,,,,,,0,,,0 (2),0 (1),1029,unlim
Auckland,Base,1,New Zealand,"115,185",0,0,5,6,,6,7,,,,,,,,80,,,850 (50),170 (10),1033,unlim
Blenheim,Base,1,New Zealand,"111,191",0,0,1,1,,1,7,,,,,,,,0,,,30 (10),3 (1),1034,unlim
Christchurch,Base,1,New Zealand,"108,193",0,0,3,3,,3,7,,,,,,,,60,,,90 (10),9 (1),1035,unlim
Dunedin,Base,1,New Zealand,"104,195",0,0,2,4,,3,7,,,,,,,,40,,,80 (10),8 (1),1036,unlim
Gisborne,Base,1,New Zealand,"117,189",0,0,1,1,,1,7,,,,,,,,0,,,30 (10),3 (1),1037,unlim
Greymouth,Base,1,New Zealand,"107,191",0,0,1,1,,1,4,,,,,,,,0,,,30 (10),3 (1),1038,unlim
Hamilton,Airfield,1,New Zealand,"115,187",0,0,0,0,,1,7,,,,,,,,0,,,20 (10),2 (1),1039,unlim
Invercargill,Base,1,New Zealand,"102,194",0,0,2,2,,2,7,,,,,,,,0,,,60 (10),6 (1),1040,unlim
Nelson NZ,Airfield,1,New Zealand,"110,191",0,0,0,0,,2,5,,,,,,,,0,,,40 (10),4 (1),1041,unlim
Palmerston North,Base,1,New Zealand,"114,190",0,0,2,0,,1,7,,,,,,,,0,,,40 (10),4 (1),1042,unlim
Waipapakauri,Base,1,New Zealand,"115,182",0,0,1,1,,1,6,,,,,,,,0,,,30 (10),3 (1),1043,unlim
Wellington,Base,1,New Zealand,"112,191",0,0,5,4,,3,7,,,,,,,,80,,,220 (20),11 (1),1044,unlim
Aitutaki,Base,1,Japan,"159,174",0,0,1,1,,0,2,,,,,,,,0,,,2 (2),1 (1),1047,30K
Atiu,Base,1,Japan,"160,176",0,0,0,0,,0,3,,,,,,,,0,,,0 (2),0 (1),1048,60K
Mangaia,Base,1,Japan,"159,180",0,0,1,0,,0,3,,,,,,,,0,,,2 (2),1 (1),1049,60K
Manihiki,Beach,1,Japan,"163,160",0,0,0,0,,0,0,,,,,,,,0,,,0 (2),0 (1),1050,6K
Manuae,Base,1,Japan,"159,175",0,0,0,0,,0,2,,,,,,,,0,,,0 (2),0 (1),1051,30K
Mauke,Base,1,Japan,"161,177",0,0,0,0,,0,2,,,,,,,,0,,,0 (2),0 (1),1052,30K
Mitiaro,Base,1,Japan,"161,176",0,0,0,0,,0,2,,,,,,,,0,,,0 (2),0 (1),1053,30K
Penrhyn Island,Base,1,Japan,"168,159",0,0,1,1,,0,0,,,,,,,,0,,,2 (2),1 (1),1054,6K
Pukapuka,Beach,1,Japan,"157,158",0,0,0,0,,0,0,,,,,,,,0,,,0 (2),0 (1),1055,6K
Rarotonga,Base,1,Japan,"157,177",0,0,1,1,,0,1,,,,,,,,0,,,2 (2),1 (1),1056,60K
Savaii,Base,1,Japan,"146,159",0,0,1,2,,1,3,,,,,,,,0,,,6 (2),3 (1),1059,unlim
Upolu,Base,1,Japan,"147,160",0,0,1,1,,0,3,,,,,,,,0,,,2 (2),1 (1),1060,unlim
Niue,Base,1,Japan,"146,168",0,0,1,0,,0,4,,,,,,,,0,,,2 (2),1 (1),1063,unlim
Alliford Bay,Base,1,Canada,"199,46",0,0,1,1,,0,5,,,,,,,,0,,,10 (10),1 (1),1066,unlim
Bella Bella,Base,1,Canada,"203,46",0,0,1,0,,0,3,,,,,,,,0,,,10 (10),1 (1),1067,unlim
Calgary,Airfield,1,Canada,"214,40",0,0,0,0,,4,7,,,,,,,,40,,,80 (10),8 (1),1068,unlim
Coal Harbour,Base,1,Canada,"204,49",0,0,1,0,,1,3,,,,,,,,0,,,30 (10),3 (1),1069,unlim
Edmonton,Airfield,1,Canada,"210,35",0,0,0,0,,6,7,,,,,,,,40,,,120 (10),12 (1),1070,unlim
Fort Nelson,Beach,1,Canada,"199,31",0,0,0,0,,0,5,,,,,,,,0,,,0 (10),0 (1),1071,unlim
Fort St. John,Airfield,1,Canada,"203,34",0,0,0,0,,3,7,,,,,,,,0,,,60 (10),6 (1),1072,unlim
Nelson,Airfield,1,Canada,"214,44",0,0,0,0,,2,3,,,,,,,,0,,,40 (10),4 (1),1073,unlim
Prince Rupert,Base,1,Canada,"199,43",0,0,3,7,,2,4,,,,,,,,0,,,70 (10),7 (1),1074,unlim
Regina,Airfield,1,Canada,"220,34",0,0,0,0,,6,7,,,,,,,,20,,,120 (10),12 (1),1075,unlim
Terrace,Beach,1,Canada,"200,41",0,0,0,0,,0,1,,,,,,,,0,,,0 (10),0 (1),1076,unlim
Vancouver,Base,1,Canada,"209,49",0,0,8,6,,8,5,,,,,,,,100,,,480 (20),24 (1),1077,unlim
Victoria,Base,1,Canada,"209,51",0,0,6,6,,4,5,,,,,,,,20,,,140 (10),14 (1),1078,unlim
Whitehorse,Airfield,1,Canada,"190,33",0,0,0,0,,3,2,,,,,,,,0,,,60 (10),6 (1),1079,unlim
Winnipeg,Airfield,1,Canada,"224,28",0,0,0,0,,8,7,,,,,,,,80,,,320 (20),16 (1),1080,unlim
Canada,Base,1,Off-map,"227,5",0,0,10,10,,10,7,,,,,,,,0,,,30 (1),30 (1),1083,unlim
Changsha,Airfield,1,China,"82,52",0,0,0,0,,3,7,,,,,,,,160,,,60 (10),60 (10),1086,unlim
Changteh,Airfield,1,China,"81,50",0,0,0,0,,1,7,,,,,,,,40,,,20 (10),2 (1),1087,unlim
Chengchow,Airfield,1,China,"88,44",0,0,0,0,,1,7,,,,,,,,80,,,20 (10),2 (1),1088,unlim
Chengtu,Airfield,1,China,"75,41",0,0,0,0,,1,7,,,,,,,,120,,,200 (100),2 (1),1089,unlim
Chihkiang,Airfield,1,China,"78,50",0,0,0,0,,1,5,,,,,,,,0,,,20 (10),2 (1),1090,unlim
Chungking,Airfield,1,China,"76,45",0,0,0,0,,4,7,,,,,,,,160,,,1600 (200),800 (100),1091,unlim
Hami,Airfield,1,China,"81,17",0,0,0,0,,3,7,,,,,,,,0,,,60 (10),6 (1),1092,unlim
Hengyang,Airfield,1,China,"80,53",0,0,0,0,,3,7,,,,,,,,60,,,60 (10),6 (1),1093,unlim
Loyang,Airfield,1,China,"87,43",0,0,0,0,,1,7,,,,,,,,20,,,20 (10),2 (1),1094,unlim
Hwaiyin,Beach,1,China,"92,50",0,0,0,0,,0,6,,,,,,,,0,,,0 (10),0 (1),1095,unlim
Kanhsien,Airfield,1,China,"81,57",0,0,0,0,,1,7,,,,,,,,0,,,20 (10),2 (1),1096,unlim
Kashgar,Airfield,1,China,"71,6",0,0,0,0,,1,6,,,,,,,,0,,,20 (10),2 (1),1097,unlim
Kiuchuan,Airfield,1,China,"82,26",0,0,0,0,,1,7,,,,,,,,0,,,20 (10),2 (1),1098,unlim
Kukong,Airfield,1,China,"79,57",0,0,0,0,,1,7,,,,,,,,20,,,20 (10),2 (1),1099,unlim
Kungchang,Airfield,1,China,"81,36",0,0,0,0,,1,3,,,,,,,,0,,,20 (10),2 (1),1100,unlim
Kunming,Airfield,1,China,"69,48",0,0,0,0,,3,3,,,,,,,,80,,,150 (25),30 (5),1101,unlim
Kweilin,Airfield,1,China,"76,54",0,0,0,0,,3,7,,,,,,,,20,,,60 (10),6 (1),1102,unlim
Kweiteh,Beach,1,China,"90,46",0,0,0,0,,0,7,,,,,,,,20,,,0 (10),0 (1),1103,unlim
Kweiyang,Airfield,1,China,"74,49",0,0,0,0,,3,6,,,,,,,,60,,,60 (10),6 (1),1104,unlim
Lanchow,Airfield,1,China,"81,34",0,0,0,0,,3,5,,,,,,,,20,,,300 (50),6 (1),1105,unlim
Liuchow,Airfield,1,China,"74,55",0,0,0,0,,1,7,,,,,,,,60,,,20 (10),2 (1),1106,unlim
Mengtze,Beach,1,China,"68,50",0,0,0,0,,0,2,,,,,,,,0,,,0 (10),0 (1),1107,unlim
Nanning,Airfield,1,China,"72,55",0,0,0,0,,3,7,,,,,,,,20,,,60 (10),6 (1),1108,unlim
Nanyang,Airfield,1,China,"85,45",0,0,0,0,,1,7,,,,,,,,20,,,20 (10),2 (1),1109,unlim
Neikiang,Airfield,1,China,"75,44",0,0,0,0,,1,7,,,,,,,,40,,,20 (10),2 (1),1110,unlim
Pakhoi,Base,1,China,"72,58",0,0,3,3,,1,6,,,,,,,,20,,,50 (10),5 (1),1111,unlim
Paoshan,Airfield,1,China,"65,45",0,0,0,0,,2,2,,,,,,,,20,,,40 (10),4 (1),1112,unlim
Patung,Beach,1,China,"81,46",0,0,0,0,,0,5,,,,,,,,0,,,0 (10),0 (1),1113,unlim
Pengpu,Beach,0,China,"90,50",600,0,0,0,,0,7,,1,,11,0 (0),0 (0),181,20,6264,China Expeditionary Army,0 (1),0 (3),1114,unlim
Pucheng,Beach,1,China,"86,57",0,0,0,0,,0,6,,,,,,,,0,,,0 (10),0 (1),1115,unlim
Shaoyang,Airfield,1,China,"80,52",0,0,0,0,,1,7,,,,,,,,40,,,20 (10),2 (1),1116,unlim
Sian,Airfield,1,China,"83,41",0,0,0,0,,1,7,,,,,,,,80,,,20 (10),2 (1),1117,unlim
Siangtan,Airfield,1,China,"81,52",0,0,0,0,,1,7,,,,,,,,40,,,20 (10),2 (1),1118,unlim
Sining,Airfield,1,China,"80,32",0,0,0,0,,3,2,,,,,,,,40,,,300 (50),6 (1),1119,unlim
Tienshui,Beach,1,China,"81,38",0,0,0,0,,0,4,,,,,,,,0,,,0 (10),0 (1),1120,unlim
Tsiaotso,Beach,1,China,"88,42",0,0,0,0,,0,5,,,,,,,,40,,,0 (10),0 (1),1121,unlim
Tsuyung,Airfield,1,China,"68,46",0,0,0,0,,2,3,,,,,,,,0,,,100 (25),4 (1),1122,unlim
Tuyun,Airfield,1,China,"74,51",0,0,0,0,,1,5,,,,,,,,0,,,20 (10),2 (1),1123,unlim
Urumchi,Airfield,1,China,"79,11",0,0,0,0,,3,7,,,,,,,,20,,,60 (10),6 (1),1124,unlim
Wasu,Airfield,1,China,"79,8",0,0,0,0,,1,5,,,,,,,,0,,,20 (10),2 (1),1125,unlim
Wenchow,Base,1,China,"89,58",0,0,3,5,,3,5,,,,,,,,80,,,90 (10),9 (1),1126,unlim
Wuchow,Airfield,1,China,"76,57",0,0,0,0,,1,6,,,,,,,,20,,,20 (10),2 (1),1127,unlim
Yenan,Airfield,1,China,"88,37",0,0,0,0,,1,5,,,,,,,,20,,,20 (10),2 (1),1128,unlim
Bengkalis,Base,1,Dutch East Indies,"48,82",0,0,2,0,,0,2,,,,,,,,0,,,4 (2),4 (2),1132,unlim
Benkoelen,Base,1,Dutch East Indies,"45,91",0,0,1,1,,1,6,,,,,,,,0,,,6 (2),6 (2),1133,unlim
Djambi,Airfield,1,Dutch East Indies,"48,88",0,0,0,0,,1,7,,,,,,,,0,,,4 (2),4 (2),1134,unlim
Lahat,Beach,1,Dutch East Indies,"47,92",0,0,0,0,,0,7,,,,,,,,0,,,0 (2),0 (2),1135,unlim
Langsa,Base,1,Dutch East Indies,"46,74",0,0,1,1,,1,7,,,,,,,,0,,,6 (2),6 (2),1136,unlim
Medan,Base,1,Dutch East Indies,"46,76",0,0,3,1,,2,7,,,,,,,,0,,,14 (2),14 (2),1137,unlim
Muntok,Base,1,Dutch East Indies,"50,90",0,0,1,1,,0,7,,,,,,,,0,,,2 (2),2 (2),1138,unlim
Padang,Base,1,Dutch East Indies,"44,85",0,0,1,1,,1,5,,,,,,,,0,,,6 (2),6 (2),1139,unlim
Palembang,Base,1,Dutch East Indies,"48,91",0,0,4,1,,4,4,,,,,,,,20,,,24 (2),24 (2),1140,unlim
Pakanbaroe,Beach,1,Dutch East Indies,"46,83",0,0,0,0,,0,6,,,,,,,,0,,,0 (2),0 (2),1141,unlim
Sabang,Base,1,Dutch East Indies,"44,70",0,0,1,2,,1,7,,,,,,,,0,,,6 (2),6 (2),1142,unlim
Sawahloento,Beach,1,Dutch East Indies,"45,85",0,0,0,0,,0,5,,,,,,,,0,,,0 (2),0 (2),1143,unlim
Sibolga,Base,1,Dutch East Indies,"44,79",0,0,1,0,,0,4,,,,,,,,0,,,2 (2),2 (2),1144,unlim
Tandjoengbalai,Base,1,Dutch East Indies,"47,78",0,0,1,1,,2,7,,,,,,,,0,,,10 (2),10 (2),1145,unlim
Oosthaven,Base,1,Dutch East Indies,"48,96",0,0,3,1,,2,7,,,,,,,,0,,,14 (2),14 (2),1146,unlim
Toboali,Base,1,Dutch East Indies,"50,93",0,0,2,1,,0,7,,,,,,,,0,,,4 (2),4 (2),1147,unlim
Bandoeng,Airfield,1,Dutch East Indies,"50,100",0,0,0,0,,3,3,,,,,,,,20,,,12 (2),12 (2),1150,unlim
Banjoewangi,Base,1,Dutch East Indies,"57,107",0,0,1,0,,0,7,,,,,,,,0,,,2 (2),2 (2),1151,unlim
Batavia,Base,1,Dutch East Indies,"49,98",0,0,6,4,,4,7,,,,,,,,60,,,70 (5),280 (20),1152,unlim
Djokjakarta,Base,1,Dutch East Indies,"52,103",0,0,0,0,,2,6,,,,,,,,0,,,8 (2),8 (2),1153,unlim
Madioen,Airfield,1,Dutch East Indies,"54,104",0,0,0,0,,4,5,,,,,,,,0,,,16 (2),16 (2),1154,unlim
Loemadjang,Base,1,Dutch East Indies,"56,106",0,0,0,0,,4,7,,,,,,,,0,,,16 (2),16 (2),1155,unlim
Merak,Base,1,Dutch East Indies,"48,97",0,0,1,1,,1,6,,,,,,,,0,,,6 (2),6 (2),1156,unlim
Pamekasan,Base,1,Dutch East Indies,"57,105",0,0,1,1,,1,7,,,,,,,,0,,,6 (2),6 (2),1157,unlim
Probolinggo,Base,1,Dutch East Indies,"56,105",0,0,1,0,,0,6,,,,,,,,0,,,2 (2),2 (2),1158,unlim
Semarang,Base,1,Dutch East Indies,"53,102",0,0,5,2,,1,7,,,,,,,,0,,,14 (2),14 (2),1159,unlim
Soerabaja,Base,1,Dutch East Indies,"56,104",0,0,7,5,,4,7,,,,,,,,40,,,75 (5),30 (2),1160,unlim
Soerakarta,Beach,1,Dutch East Indies,"53,103",0,0,0,0,,0,5,,,,,,,,0,,,0 (2),0 (2),1161,unlim
Tjilatjap,Base,1,Dutch East Indies,"51,102",0,0,3,2,,2,7,,,,,,,,0,,,14 (2),14 (2),1162,unlim
Balikpapan,Base,1,Dutch East Indies,"64,97",0,0,4,1,,4,6,,,,,,,,0,,,24 (2),24 (2),1165,unlim
Bandjermasin,Base,1,Dutch East Indies,"60,99",0,0,2,1,,3,3,,,,,,,,0,,,16 (2),16 (2),1166,unlim
Pontianak,Base,1,Dutch East Indies,"56,90",0,0,3,2,,1,3,,,,,,,,0,,,10 (2),10 (2),1167,unlim
Samarinda,Base,1,Dutch East Indies,"65,96",0,0,2,1,,3,6,,,,,,,,0,,,16 (2),16 (2),1168,unlim
